race,category,bib,name,id,place,catPlace,sexPlace,sex,age,team,netTime
21KM,21KM - ATE 59 ANOS - FEMININO,1,a991436dd80232a0e7f670ef520d98bbacfc5e07,904f592d1f793f5de74cab50682d7b7db2f7ab2c,235,4,125,F,41,R3mo Turismo,02:28:29.649
21KM,21KM - ATE 59 ANOS - MASCULINO,2,37b10b493d8ced9ca06d9978648b390d1bbe3b7f,96b67b653f7742a6fc1f1913ba40bc00e17fee42,241,28,115,M,48,COCI,02:36:03.577
21KM,21KM - ATE 59 ANOS - MASCULINO,3,42cbd9866c37bcc5b262ca41d82b1083806ee50b,ad90e5e15b9e7a89114720bf1908239790fa0fc1,213,13,98,M,31,,02:01:36.760
21KM,21KM - ATE 59 ANOS - MASCULINO,5,987645e05ba936c072defbb7aea2288972cdd7aa,079765179ea47c8e406bbe8de904f27100b54b5a,245,30,117,M,40,Actionrun,02:38:04.675
21KM,21KM - ATE 59 ANOS - MASCULINO,6,38f5956492d3c42181e223008f8b06954073d78c,8e290c17eeb8c43267241b05c30db87cbb38c68b,209,11,95,M,41,Actionrun,01:59:59.717
21KM,21KM - ATE 59 ANOS - MASCULINO,7,8815db3abe448d93c7655d5ef27c563ecc233d87,b50db91db8818774ca630c38d4fd4ac251365c7b,236,25,111,M,29,FIT AGRO,02:28:55.189
21KM,21KM - ATE 59 ANOS - FEMININO,8,fa90fd4fafcf2f47d79cef30af7726d69d86318b,6b8de59b0293012672b9b6f721b2867ba33801dc,242,6,127,F,37,ACTION RUN - RUNNERS FITS,02:38:04.030
21KM,21KM - ATE 59 ANOS - MASCULINO,9,4efbc81b68e1427b3db7c5c03437c4a40a7fd60e,7f18a0daecc5c0eaf8ac7b398dcac255acaec393,234,24,110,M,28,BELLAMAX,02:27:21.828
21KM,21KM - ATE 59 ANOS - FEMININO,10,84305d04b9af8139a3302475712a46ae7a60163e,3ef40c5bf886abfe6f97e7510eca6fe5958da608,257,15,136,F,32,Wizard Runners,02:52:31.732
21KM,21KM - ATE 59 ANOS - MASCULINO,11,7723954f9203cad2003296ea1a716bf6aee4a80a,163bc28c9a8be5f4966cbfeabcfe9c9112a68289,225,19,105,M,47,Tony Js,02:14:36.287
21KM,21KM - ATE 59 ANOS - FEMININO,12,b7115b2930670413e0547d22381ba5d55c15cf33,6698f5470104b2a0a36c06785e54f32b9e100454,205,1,113,F,38,Percurso livre,01:58:09.050
21KM,21KM - ATE 59 ANOS - MASCULINO,13,ae3f63c6b92106ece2926d52fc61394d7dc744e1,fb987827dcc36182958aef16d8631dc3d7fe5138,215,14,99,M,33,RUNNING FREE-SG,02:04:09.005
21KM,21KM - 60 ANOS E ACIMA - MASCULINO,14,bf55f6cbb1ca356ee48c13b6a29b470228dcb91a,8d2e0d9a9ada6c0f6aeca6d3ccd03a1f25be6e45,222,2,102,M,64,SA Run,02:11:03.384
21KM,21KM - 60 ANOS E ACIMA - MASCULINO,15,5cd0e42828a14c7d2bc0220bea764da5065cd220,e000f1ec29b7af7d18d97a0d398dd24c9e262e8a,256,4,121,M,60,PÉ DURO,02:52:30.557
21KM,21KM - ATE 59 ANOS - FEMININO,16,428dd84b67b74ccc18a293861811a8521521a1ba,cbc64ac0a92e5348e410e05cf8c26b9c2e7ec12f,263,19,140,F,28,BOA FORMA,02:55:23.468
21KM,21KM - ATE 59 ANOS - MASCULINO,17,76a731503693bca9ba391990064557d8a284ddef,f2610daab1d7ba40db785f9ad4065e4eec58b127,261,35,123,M,30,BOA FORMA,02:55:23.127
21KM,21KM - ATE 59 ANOS - FEMININO,18,ecf38d164143490c6853aed9fbb2866af7d9a58c,d6fc84b50b1c2651c6c06d39709f74db0daa637e,262,18,139,F,30,BOA FORMA,02:55:23.353
21KM,21KM - ATE 59 ANOS - MASCULINO,19,365f6b31efca4f4ea5984d03dc6301890f82120f,1ba26b342517c06ff92cde72af6315f22d91b6e9,210,12,96,M,52,BOA FORMA,02:00:29.507
21KM,21KM - ATE 59 ANOS - MASCULINO,20,b330a6febcddf887919e3a0df1d1ca347694108e,08edc61e4f9cabbe0594fb6fc513765739fd0ade,226,20,106,M,51,BOA FORMA,02:18:23.431
21KM,21KM - ATE 59 ANOS - MASCULINO,21,33820438384ac5eb79c02324b9530d384220f2dd,f544425d68304bc7f8496de91642b46708c6fa4f,233,23,109,M,52,Studio S.A.,02:24:35.536
21KM,21KM - ATE 59 ANOS - FEMININO,24,b491318f5adf016a3b29f2d0acf8cf5400cbb13b,cbc6296c4bc8133ed1df36cc6cb37acf76fe2b04,271,21,142,F,20,Equipe Boa Forma,03:17:41.785
21KM,21KM - ATE 59 ANOS - MASCULINO,26,556ae6724562649264a629ecb5cb0ad2153bed79,be8fa76571a63c6e7955772b8322c6672fdead4e,190,9,90,M,26,Free runners,01:53:20.955
21KM,21KM - ATE 59 ANOS - FEMININO,27,9a477605c27d80290c8c95f28de67ccb4852421d,b9cbe46c6dc07d38db013b62703fed953698923f,231,3,124,F,41,Percurso Livre,02:21:38.163
21KM,21KM - ATE 59 ANOS - MASCULINO,28,2b889de0e672e3e0a1705fe8e318e31d2bb14a66,dea561ea80a0196442fd757044fb6a70b32928a8,158,3,79,M,31,Amams,01:38:48.388
21KM,21KM - ATE 59 ANOS - FEMININO,29,b2d8ac1ac2ecc0035d500578698529b5e73b03a5,1cfe7537495b4c076b333e680d2aaeff42ade4a0,248,9,130,F,41,Amams,02:44:50.973
21KM,21KM - ATE 59 ANOS - FEMININO,30,0b7de2c60ea7cf1f48bde0f4790bcc3b9ff93315,642e797f5e48984406e09605585dedcf92381089,243,7,128,F,49,Amams,02:38:04.057
21KM,21KM - 60 ANOS E ACIMA - MASCULINO,31,7e01ab22e35b93652497afba7b8bb81a5316d833,8fa9c23f294789c818ac758afaabaa1c1ccebde0,204,1,92,M,63,Avulso,01:57:15.000
21KM,21KM - ATE 59 ANOS - MASCULINO,32,135eed8b60c6b9780982b6658098de4b528b41e2,0f2a4d1e9e4894ae3f554197ad8dad7912e63d96,265,37,125,M,,,02:59:45.552
21KM,21KM - ATE 59 ANOS - MASCULINO,34,7359e74024abe6f6b6a96bc5817d2cb3fbf7ace6,67cd0b61ad8119ad8de5cbb408043673adfc9f83,216,15,100,M,29,TOP RUN ASSESSORIA ESPORTIVA,02:04:43.140
21KM,21KM - ATE 59 ANOS - MASCULINO,35,a639a4e42ba26c1aae1e70c3335764a34153ef7c,b8b2d9a5de0b9bbbf0bd368c81ec48960c6b7d1b,239,27,113,M,30,RB ASSESSORIA ESPORTIVA,02:34:58.585
21KM,21KM - ATE 59 ANOS - MASCULINO,39,fb43ee75504c530cfa4ef11bb1109742fa44ab87,64539e124aacb9fda8b92ad7fd8c121b96010db5,254,33,120,M,36,,02:51:05.721
21KM,21KM - ATE 59 ANOS - MASCULINO,40,d537edb2ea6668ec5d7f21d3b4b82b31bb475c75,696713a15a8a4a0c51c9281e7c83fb46c04ba3aa,171,5,84,M,46,,01:44:33.579
21KM,21KM - ATE 59 ANOS - MASCULINO,41,7092502811bb73a03f06734013df05a4c4ec468f,aeeccf67b5c8a052bb24811783eb3d9f49d84ecd,184,8,87,M,37,Runners Club,01:49:28.356
21KM,21KM - ATE 59 ANOS - FEMININO,42,e546b466d45f9e62b98008c07664efcbd2b22c5d,7e1a3e84e06e751854223f291eeb7939501ec335,228,2,121,F,37,Candéa,02:19:47.308
21KM,21KM - 60 ANOS E ACIMA - MASCULINO,43,4edd2f7672c821d7a6fb2a990f3279da0ed16cc3,1b00ae6e63635ee705d67492ec36ac465ebb53a7,240,3,114,M,72,AMAMS,02:34:59.274
21KM,21KM - ATE 59 ANOS - MASCULINO,44,3ff1b619ca8d4a1bb67325015192818faea8272c,92e97e8c3c0378d080ac8dd65b82513511f3777f,269,40,128,M,27,Street Runner Br,03:16:30.954
21KM,21KM - ATE 59 ANOS - FEMININO,45,fd7f17a7a24276e5c2d5583b206a2e747aa120db,a73ad0f3ee22b79280f32edc7d0f503498125a11,252,12,133,F,50,Passos,02:47:36.443
21KM,21KM - ATE 59 ANOS - MASCULINO,46,73a76e70e8c839301db367e689ec84f3b567040c,f28d866f009094885a53fc44670c7de86daf243f,181,6,85,M,38,Luiz Olmedo,01:46:32.653
21KM,21KM - ATE 59 ANOS - MASCULINO,47,068704c841d7935077c9c8389a0fd8ede09fee38,75e502c002ce1c35141e0fa05ceaa1fa6c0dafd6,272,42,130,M,39,nenhum,03:20:02.837
21KM,21KM - ATE 59 ANOS - MASCULINO,48,9abfbaeb6f3902c9499ad80aedf83b97ae89e6cf,706c8b3b52e0517fcf76bcec23e3713208b781fd,270,41,129,M,31,,03:16:31.203
21KM,21KM - ATE 59 ANOS - MASCULINO,49,c4e949e8048e8eb95a79662de57948f3101e2e4c,e12517e49f5cada9a36ea74d34b5c0a8c23e7609,217,16,101,M,37,WR Adventure,02:06:51.706
21KM,21KM - ATE 59 ANOS - MASCULINO,50,fe7711d71f2cbbdf973647fd542ac44add4368ab,b91114d742e25994c2d2f980b97d8704c5deb872,207,10,93,M,32,Pangaré Solitário,01:58:34.541
21KM,21KM - ATE 59 ANOS - FEMININO,51,37a01ba767f7dc28f56d4b8790c8da9a94621aa4,632a7258340b76705de96c9b29d607c1f17e5030,255,14,135,F,29,Avulso,02:52:27.726
21KM,21KM - ATE 59 ANOS - FEMININO,52,20ca0ee00287954c69b4916988db9323c49810fd,27085b6bd72e69e0d6fd1fd1a0836a81d94052a3,249,10,131,F,38,Não,02:45:34.323
21KM,21KM - ATE 59 ANOS - MASCULINO,53,924b8312c1efc60557257cc6bb2151efc6e071b0,091bd550827abe37a5becbbb8a1e590e70f65c38,108,1,56,M,21,Olympikus,01:26:02.604
21KM,21KM - ATE 59 ANOS - FEMININO,54,5eefdb71962facee70ec4e335ef8e54cb3988e0d,c50d0812b0c0e30a8e269cb6196aeea553f12035,253,13,134,F,39,Olympikos,02:49:57.944
21KM,21KM - ATE 59 ANOS - FEMININO,55,af85cfaf1ba02752d9ae54ac11572d78e5e5942c,fa2b87a4d6237601297a6f4469f0b5378a926e51,251,11,132,F,19,Vitoria,02:46:56.461
21KM,21KM - ATE 59 ANOS - MASCULINO,56,d73f91a0225388f59578d7b97fb145b56b81b454,5e5fed9204896bd8eae18117358e6d4164d273c1,183,7,86,M,22,Olympikus,01:49:28.254
21KM,21KM - ATE 59 ANOS - MASCULINO,58,77b39e1fc25d9bb8c579daf27f46ce79fd07cdcb,a8630026b1d5fb418118bf894d811a0bb00aea9f,224,18,104,M,29,Olympikus,02:13:27.222
21KM,21KM - ATE 59 ANOS - MASCULINO,59,2c89b0aa1f7e65aa1d105d36a2e18f489919e6b3,4948b14382ec76d93aa6cecfe09dbcf7d937f249,247,31,118,M,38,Melanina Fitness,02:43:26.305
21KM,21KM - ATE 59 ANOS - MASCULINO,60,5fc972e2d95384d3c7ddfbd9b73829f7ec941185,5cf24ef575bda3f56e58c737a2b4d400be697a37,250,32,119,M,43,BOTA PRA CORRER OLYMPIKUS,02:46:05.064
21KM,21KM - ATE 59 ANOS - MASCULINO,61,e04faf0d63ad481651edc3e9ab9d8511f8b391dd,133f96a2c12de5d44dfd1243e1d60f26077612cc,145,2,74,M,26,Olympikus,01:34:34.932
21KM,21KM - ATE 59 ANOS - MASCULINO,62,2449b373b104b30b3ba737850b755163cd745f7b,9af908aa84fb681ce8c5750ccabf5feb382c4d90,223,17,103,M,33,AVULSO,02:11:37.385
21KM,21KM - ATE 59 ANOS - MASCULINO,63,a2cf9f8d82fdde5331579592debb62b191ea00a3,5fdb139e0acf823913a0050b11d18495d734d2ca,264,36,124,M,38,olympikus,02:57:47.545
21KM,21KM - ATE 59 ANOS - MASCULINO,68,9ac98d531d085f6ca5cb82206cb72ff347f1977c,de8b488603bbff8e9e468effca6e13c53ac1eaca,268,39,127,M,26,Os pragas do Pantanal,03:03:02.241
21KM,21KM - ATE 59 ANOS - MASCULINO,69,6f7f65006a25866acf93093d404fcc83427b0ecd,2421d4dc1f59704b38898eb5ff6a14a0dbc17c9b,244,29,116,M,32,Os pragas do Pantanal,02:38:04.356
21KM,21KM - ATE 59 ANOS - MASCULINO,70,466027c47af018c84dcbc8ae9b95c42493225299,aeecf9ebb68f09457e66d629817a29d97dd7e725,266,38,126,M,52,Rede Globp,03:02:13.920
21KM,21KM - ATE 59 ANOS - MASCULINO,71,612c2c9df71c85c5d64e45a64367c7de772ec482,d475193d0dd48dbfdc76f2ca9567352262848271,232,22,108,M,23,,02:24:26.609
21KM,21KM - ATE 59 ANOS - FEMININO,72,9b812129aa9f568e05fbd440708c517c88661202,d18be5747a1c2a59e17dd00ef3e79767bdf96095,237,5,126,F,30,RunnersFit,02:34:55.831
21KM,21KM - ATE 59 ANOS - FEMININO,75,d1550bfd14a2cdfe67132837d17d81d7530b8460,af643fe557670ac19c5bb8d2b6172b3ed87e00ea,267,20,141,F,31,Rede Globo,03:02:13.980
21KM,21KM - ATE 59 ANOS - FEMININO,77,38dc030e5ba46d7a0baa7d0a080dbe627336aa19,24c5ab6159e33354c1c8fcbcb528324e8a830277,259,17,138,F,27,Wizard Runners,02:52:32.031
21KM,21KM - ATE 59 ANOS - MASCULINO,78,a15f8f60caade4e539f0d3145151472d8c31c15b,95a3978b19cadb3351fe04a793d282a65479112f,238,26,112,M,29,,02:34:57.671
21KM,21KM - ATE 59 ANOS - FEMININO,79,43e5cec4d95f07cfb8cc9caaa1b5a7d8867cf82a,2b12b26c6dededda2b8353908a3369aedac7fd66,246,8,129,F,38,,02:39:47.843
21KM,21KM - ATE 59 ANOS - MASCULINO,80,63933ef07b1ef100477ac05a056c38ea15739d7f,cda85575aae35ef4940fa8b0da791134f6d46dda,159,4,80,M,,,01:39:31.463
21KM,21KM - ATE 59 ANOS - FEMININO,81,746a8e1c235ab0593eb60aee368097c4a8af07ca,a7f2172f086d67b913fc8fb48c1f1c859c36c7e2,258,16,137,F,,,02:52:32.004
21KM,21KM - ATE 59 ANOS - MASCULINO,82,a147219e8cfeb37c61f945eb009d0d941999ad3a,3c94fbb51226c04fe7af82aea3e1612b1d2ea537,227,21,107,M,,,02:19:13.299
21KM,21KM - ATE 59 ANOS - MASCULINO,83,5ff57b44ae83fe910021ce1cb0de6db05400d188,da39a3ee5e6b4b0d3255bfef95601890afd80709,260,34,122,M,,MFS ASSESSORIA,02:54:14.939
10KM,10KM - ATE 59 ANOS - FEMININO,200,85f806ee70164da69ee4d5a3d723df3233779ec3,707152e31bafa1aaef09d6e4f00ab788e060540e,136,65,67,F,51,ACTION RUN,01:32:31.644
10KM,10KM - ATE 59 ANOS - MASCULINO,201,084fb0049985b768df793798df458c1fc7a97c43,c8a1f67bee4e8589c25c089aab5a9a66454ac9e5,126,63,65,M,35,ActionRun - Run4Live - Caveiras,01:29:21.390
10KM,10KM - ATE 59 ANOS - FEMININO,202,f9d90825fd0daa33daec8bf6e4424d95d42f1009,cca91d4f6a0ad0a8fc0ff232dd6ec2cc91609ac5,46,17,17,F,40,ActionRun,01:13:13.180
10KM,10KM - ATE 59 ANOS - FEMININO,203,861df4e97488d3e68a188787cbae15cb161da747,17405dd6363ffa47e5fdac1c11d40e7ff3df3e8f,194,101,104,F,32,ActionRun,01:54:33.276
10KM,10KM - ATE 59 ANOS - MASCULINO,204,102157a53fedf50cd4a720c92fc4b5d1e13c7d07,c56c8d066c1dad6a60b490bb943ea0bb8d8898c3,23,13,13,M,41,,01:04:15.898
10KM,10KM - ATE 59 ANOS - FEMININO,205,1ae44c47dfacfeef51221dcda0e21f64699c8cfc,573b6872998ae01e61796e811f19de59747d400e,82,36,36,F,32,Actionrun,01:20:22.164
10KM,10KM - ATE 59 ANOS - FEMININO,206,a35eca2548d857dcae3335eb6f057e2de394e85b,9ddceb73f8adbe6c4dc37d75219953040f029f67,83,37,37,F,34,Actionrun,01:20:22.667
10KM,10KM - ATE 59 ANOS - FEMININO,207,ffa59599e6ffc8b40e64119c8e9ab00e2ff674ce,6cfe4a166f7445c4e50be3e1864b9d86322dba66,19,8,8,F,38,TeamAnnaP,01:02:07.182
10KM,10KM - ATE 59 ANOS - FEMININO,208,01b06a3e3971382c293d6aa53ca6038be565412a,17fa5d4348d5fda5a3f199d17902c07e7ed3eb0c,164,80,83,F,49,runnersfit,01:40:04.492
10KM,10KM - ATE 59 ANOS - FEMININO,209,d484f9f751025830bee119b78f30306dde6d3941,b5471375c68d215da12f82734c199c72b54c6d88,135,64,66,F,50,Cobras do Asfalto,01:32:06.791
10KM,10KM - ATE 59 ANOS - MASCULINO,210,ea2b5105d585b12aad511e59ef6c7d7ef838e0c3,9855e298a2122ee91a3c50fbc3be0708e2011e09,168,77,82,M,44,Brigada Pantanal Prevfogo,01:43:58.963
10KM,10KM - ATE 59 ANOS - MASCULINO,211,4ba7a6ea9b313857d8a169bdf33f244b128e6811,8111569c766530ac302378771fab80829f45f179,79,46,46,M,33,,01:19:47.300
10KM,10KM - ATE 59 ANOS - FEMININO,212,4dd9f6e2feaffdfd91e3254ca5a9701b651f4d01,78ef702586c0cf7a31bc5ac3abcc365bb4a3d448,176,89,92,F,44,Run4LifeCorumbá,01:45:54.887
10KM,10KM - ATE 59 ANOS - FEMININO,213,9f432fbcb6e4b4ff1d00609f4f9964e4e6efb26d,2c89e913f6f5954b4c8502697dab1bdccbf04478,93,45,45,F,47,Run4LifeCorumbá,01:22:45.569
10KM,10KM - ATE 59 ANOS - FEMININO,214,13581c3eb9b07c2cd16363bd24c01f0cc5a16b7f,3bc9195a13d887250ebe113e0b5cf23d90d0c5f1,137,66,68,F,56,Run4LifeCorumbá,01:32:48.708
10KM,10KM - ATE 59 ANOS - FEMININO,215,2aa7b75eab044acc8b2a3a31c73dfcb89ef741b0,26356e8601c8d7553e572b1e330274a96b7d7acb,81,35,35,F,39,Run4LifeCorumbá,01:20:18.496
10KM,10KM - ATE 59 ANOS - FEMININO,216,da40ef8339350a0c9a0f148c5f3b13a01ecada31,f05bd29fae219f1562ba8ead7b386e7e7099cf3c,140,68,70,F,47,Run4LifeCorumbá,01:33:16.570
10KM,10KM - ATE 59 ANOS - FEMININO,217,a849f97bdb3e5e4ac9bac1f322e820fc070939fc,d74ecbb7cf5026743dcb8b9efd385bf4d057605a,173,86,89,F,27,BELLAMAX,01:45:07.087
10KM,10KM - ATE 59 ANOS - FEMININO,218,d7061d633969f0b33cd11818159abb75ce3e110d,fabe4778594c13db88bce33253ccd71870e6be98,112,53,54,F,56,Passos,01:26:21.955
10KM,10KM - ATE 59 ANOS - FEMININO,219,c42799360149a5ebc5a5ec44a519c53b2dd70093,7f7fde5a1bd57d4b191143322fc82c5103898fa6,100,48,49,F,32,Vida Corrida,01:24:26.029
10KM,10KM - ATE 59 ANOS - MASCULINO,220,f814ec286aeee642b0b0a1672c9ba7c50bdf9595,952dee6cf50a5921005cd3324d6359a4297585b7,101,52,52,M,35,VIDA CORRIDA,01:24:26.174
10KM,10KM - ATE 59 ANOS - MASCULINO,222,e99e9b658214804639425f466f4f05a173ea0a5d,b61014a8cbc6b8f598dbef5327d645ca622bb270,6,5,5,M,37,Santiago,00:52:48.593
10KM,10KM - ATE 59 ANOS - FEMININO,223,b7bd36c345793f6c4a9b1bb6817fb5da3156da3c,5fdd45945feb09a5a9f3b2ec3591abf5daf3583f,105,50,51,F,36,Guru,01:25:38.411
10KM,10KM - ATE 59 ANOS - FEMININO,224,f9f7f10ae06f3596570528c5847269794b02d3a0,152a2db0859a177057722e13ddbaa15ba7509896,48,18,18,F,43,Guru,01:13:23.129
10KM,10KM - ATE 59 ANOS - MASCULINO,225,6e1e265427650adc332a3aa6b49c660e3ea814a4,e134f1c643cdc6a793a7a1ed35fae26d5ce78f9f,111,56,58,M,25,Gabriel Negão Tean,01:26:05.845
10KM,10KM - ATE 59 ANOS - MASCULINO,226,ca5f77d7cbc203d90a1d28b0c37476c34a8deee7,71a345f6990ec22cd15ca4e392e053db08685f14,110,55,57,M,24,Gabriel Negão Tean,01:26:05.469
10KM,10KM - ATE 59 ANOS - FEMININO,227,b88c3e3d431b172291d8b7a708f9f42c4cc0dc4d,7ba9c05cf85cec7d2cc471f06101f7d480adb0dc,58,21,21,F,53,Mtc,01:14:54.856
10KM,10KM - 60 ANOS E ACIMA - FEMININO,228,1e1516aec35b63e51392f8ed637f1c9d070d89e4,f0c247dedb1f8431f591fef0e612d4cf7f928080,124,2,60,F,59,Do carmo,01:29:15.555
10KM,10KM - ATE 59 ANOS - FEMININO,229,d08d3e2d3790b7e39bead35ecfead843c0a4813f,58c17a90e8560cd7785fef419e5407b74efb4fb3,162,79,82,F,39,Ademir Paulino,01:39:57.720
10KM,10KM - ATE 59 ANOS - MASCULINO,232,06b734521910ea348e3e77f12b271dd12a6dcef2,0298b40aca134c340eb84c3ccd3a34d3f491ba0a,32,21,21,M,33,,01:08:38.640
10KM,10KM - ATE 59 ANOS - FEMININO,233,dc1cf62b7d9bf8aa34a0cd1857641d8971476ff7,1b57e6fa821ef5ad03120344d8a454c396912074,80,34,34,F,46,AMAMS,01:20:18.366
10KM,10KM - ATE 59 ANOS - FEMININO,234,4c65b196bc203fdb7b1050dd71a5e89e4e10c497,8c0d2def4b79a17051caca930825cdf23ed58260,166,82,85,F,39,AMAMS,01:42:52.944
10KM,10KM - ATE 59 ANOS - FEMININO,236,1712c8c037e42ee82f569b59390862479002f532,b6bc44b5f252304cb5cf8f7e649471aba3652dc8,219,114,118,F,36,BOA FORMA,02:08:59.089
10KM,10KM - ATE 59 ANOS - FEMININO,237,0dfafecb67e62d31fcb99467bf09a6cea189abdd,603cf0bfd042f5bc752182b0f63b37a6bd307e69,221,116,120,F,56,BOA FORMA,02:09:36.409
10KM,10KM - ATE 59 ANOS - FEMININO,238,10a9f1894da831dd67080900b23a757252daf78b,4af9606efb51f45178ec5d77bd5f7876775217f1,186,96,99,F,56,BOA FORMA,01:51:13.753
