race,category,bib,name,id,place,catPlace,sexPlace,sex,age,team,netTime
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ FEMININO,2351,e40e706356c37427d076cfcf30a0a7bb9519ffb5,1f97e5067b5198295bf89a4f79feceeee5a5c68f,221,12,91,F,53,,02:42:52.100
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2352,e233bd6cec10834e0ebd535c17e51f50acdadc9b,9706430ed733c326767f9a4394077a136f268222,132,31,35,F,31,,02:16:06.261
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2354,238d2f03e5e8677d61cb746d971439cca002698f,33ff812015754db34c6bb76882dc23164bcb9f2f,191,61,70,F,38,,02:30:21.203
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ FEMININO,2355,5e39f39a358fdb1988dd4426777dd7f172d0223f,e40cebea22e595b3061cf38584b4eb228016fd48,185,7,66,F,54,,02:28:23.149
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2356,677f3601ffe4e040e7bd9c65489046a134a8aa27,ab9164f8479b35248f9bf9a338be63004383f3f4,196,105,123,M,40,,02:32:06.881
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ MASCULINO,2358,522c6b2d4d15938d7c60aa4f4bf56f07f38df217,5fe409499bce2939586262f3dd3ca907d5be6c8d,254,24,145,M,69,,03:10:03.980
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2359,b6873cae722a77811a361e02e99e1fed65263ddc,761cb8651a925398725e5ee94af0b2dadc42fa1b,255,122,146,M,43,,03:10:10.244
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2360,6543f4f5bdfa1fb80bbcf5754aac079214690807,e6cd41b306320e076af66960a09a9e1aacaa4665,60,44,52,M,40,,01:59:22.995
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2361,b81e8dffd65924428bb226dbf2fa78a24e94637f,42549bdca82565eea6b18ee5fb1494f6dd042de2,61,45,53,M,40,,01:59:33.650
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2362,082228ceb477226ae3e4400b5c2e753291a97287,5410fbe0cd48939dc3bcdb79f420cdb574ced9b3,167,96,112,M,31,,02:23:37.876
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ MASCULINO,2363,93784edf1cb606f538032f023758085012cbd77d,eaf12dbb7336ea57ee76c395a544298e402e46f4,36,7,32,M,55,,01:52:59.571
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2364,1fa89866951959fdf36ee858d2c789c5c75b55e6,d16343610ece06be5ee29b14f86c31824c87c829,158,93,109,M,37,,02:22:52.083
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2365,ce6eadcd5c8897b3ef9964d765888e552f327bde,6c63fad91055b3e252678691e0b399c9c3e1fc57,87,61,72,M,34,,02:04:38.360
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2366,484fbdea52be283f910cfe5e0b58624589974ab8,9defdb60082e8536a3d0ef3f4e96a3ec5b7a0e67,98,67,78,M,41,,02:06:28.779
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2367,bdc908b61389542abf116e176d42cdd073b84dc9,033534247ec7f720e645e83857d4ed9a011a7d68,11,10,11,M,42,,01:39:39.547
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2368,a10303822b5169e07d1484dee1d9de6ee0549fc4,fed2d3988f04bbb8a9aaa937ea1e3e367d50ca45,151,92,107,M,37,,02:20:58.165
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2369,9cb6408939281ba2a4af114a117783ea64c7fbbc,079593269b68066c7c21c5b6eedc9d79f4048749,178,55,62,F,34,,02:26:44.738
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2370,0c41161fead4648aaf9c77d17e98edb92d6c4a3f,5321269a4f5279437a2936b7f9ffa1a01b54051c,183,58,65,F,36,,02:28:05.185
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2373,11b15feb2f5a15065d902d55b665f601441da4d5,bffaf58706510bcebffd8285ff9ec2c609432c44,179,56,63,F,33,,02:27:09.562
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ MASCULINO,2374,303aa5aeea97af6dcc5213342c38f3f5111f5712,57ab530340ed18a387d8a5c8736dd2b8319e63d9,31,6,28,M,61,,01:49:01.466
ASFALTO - 21Km,ASFALTO 21Km - GERAL MASCULINO,2377,b68706bb458963b5ec408c3f35f21ad74fbb6ca2,7abafb0bd23cde408056d59eb65b3d473556696f,131,83,97,M,33,,02:15:54.353
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2380,0e0240bec81c6e9f2b8a7ffaa4717c95c8dfb501,ebac9cc887beb73ec4dc14aa9b9c2c39eba36e4a,88,15,16,F,39,,02:04:59.389
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2381,70f39263cec72eb1b97b1b3b1a0051ed9e1df4f4,c0377fb2bcef261df5090418bcc06ae7de06db11,51,6,7,F,35,,01:57:45.222
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2382,6df1f9e7a343d1a2d28b049d12bfb04e0066fdd3,d6cf26e9b52b7cc13a6e0c581d8f87d5bb539760,215,75,86,F,34,,02:38:29.632
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2383,64e02d5ec3eaf835de4ee83e0921ddbf4f144918,4a24bfb7f00c0af0156420acc80558ce1f99a979,213,73,84,F,41,,02:38:05.107
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ MASCULINO,2384,0a57338b726601fe067bc55a1bd03d2fe2a6267a,3016df7b4f52aeef36be594b9eee49cc31f8eb90,181,18,117,M,55,,02:27:20.749
ASFALTO - 21Km,ASFALTO 21Km - MASTER: 50+ FEMININO,2386,56646b46107aecaf92458a9116a1f0680cc71e6b,d3804ca28b48e5df05ec14d0cccca0e3ac371f3f,43,1,5,F,50,,01:55:35.783
ASFALTO - 21Km,ASFALTO 21Km - GERAL FEMININO,2387,347dfa117ef345894274b305760a2bdc884cf091,bd2c5293b6354d56913643e6c196235d3a6c8c8b,67,9,10,F,48,,02:01:12.007
